annotation_set	foreground_top_k	topGO_algorithm	topGO_statistic	nodeSize	multiple_testing_correction	label	ontology	GO.ID	Term	Annotated	Significant	Expected	FoldEnrichment	p	algorithm	Members_n	MembersStr	definition
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009112	nucleobase metabolic process	21	8	1.52	5.2631578947368425	6.1e-5	weight01	8	N13.HOG0003079;N13.HOG0004055;N13.HOG0004383;N13.HOG0006012;N13.HOG0006169;N13.HOG0007211;N13.HOG0007469;N13.HOG0009118	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0072329	monocarboxylic acid catabolic process	41	17	2.97	5.723905723905723	1.1e-4	weight01	17	N13.HOG0001745;N13.HOG0002821;N13.HOG0005629;N13.HOG0005679;N13.HOG0006063;N13.HOG0006510;N13.HOG0006783;N13.HOG0007413;N13.HOG0007686;N13.HOG0007797;N13.HOG0007897;N13.HOG0007931;N13.HOG0008139;N13.HOG0008494;N13.HOG0008677;N13.HOG0008908;N13.HOG0011003	The chemical reactions and pathways resulting in the breakdown of monocarboxylic acids, any organic acid containing one carboxyl (-COOH) group.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006575	modified amino acid metabolic process	48	12	3.48	3.4482758620689657	1.1e-4	weight01	12	N13.HOG0003437;N13.HOG0004891;N13.HOG0004983;N13.HOG0005767;N13.HOG0005902;N13.HOG0006012;N13.HOG0006180;N13.HOG0006699;N13.HOG0006706;N13.HOG0008012;N13.HOG0009118;N13.HOG0011999	The chemical reactions and pathways involving compounds derived from amino acids, organic acids containing one or more amino substituents.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0008340	determination of adult lifespan	138	23	9.99	2.3023023023023024	1.1e-4	weight01	23	N13.HOG0000906;N13.HOG0002327;N13.HOG0002352;N13.HOG0002573;N13.HOG0002709;N13.HOG0003075;N13.HOG0005169;N13.HOG0005222;N13.HOG0005558;N13.HOG0005679;N13.HOG0006468;N13.HOG0006699;N13.HOG0006805;N13.HOG0007383;N13.HOG0007641;N13.HOG0007797;N13.HOG0008090;N13.HOG0008109;N13.HOG0008121;N13.HOG0008484;N13.HOG0008808;N13.HOG0008908;N13.HOG0009247	The pathways that regulate the duration of the adult phase of the life-cycle of an animal.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0019674	NAD+ metabolic process	23	8	1.67	4.790419161676647	1.3e-4	weight01	8	N13.HOG0001742;N13.HOG0002865;N13.HOG0005899;N13.HOG0006174;N13.HOG0006298;N13.HOG0006518;N13.HOG0006806;N13.HOG0008484	The chemical reactions and pathways involving nicotinamide adenine dinucleotide (NAD+), a coenzyme that interconverts with its reduced form, NADH, in many redox and catabolic reactions.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0170040	proteinogenic amino acid catabolic process	29	9	2.1	4.285714285714286	1.3e-4	weight01	9	N13.HOG0001967;N13.HOG0005222;N13.HOG0005438;N13.HOG0005902;N13.HOG0008016;N13.HOG0008139;N13.HOG0008957;N13.HOG0009118;N13.HOG0011003	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0010883	regulation of lipid storage	42	11	3.04	3.6184210526315788	1.3e-4	weight01	11	N13.HOG0000342;N13.HOG0003382;N13.HOG0004886;N13.HOG0004934;N13.HOG0005222;N13.HOG0005679;N13.HOG0006290;N13.HOG0006574;N13.HOG0007833;N13.HOG0008852;N13.HOG0008887	Any process that modulates the rate, frequency or extent of lipid storage. Lipid storage is the accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0034404	nucleobase-containing small molecule biosynthetic process	56	13	4.06	3.201970443349754	1.3e-4	weight01	13	N13.HOG0001742;N13.HOG0002865;N13.HOG0004383;N13.HOG0005899;N13.HOG0006063;N13.HOG0006174;N13.HOG0006298;N13.HOG0006468;N13.HOG0006518;N13.HOG0007211;N13.HOG0007469;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of a nucleobase-containing small molecule: a nucleobase, a nucleoside, or a nucleotide.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009100	glycoprotein metabolic process	103	18	7.46	2.4128686327077746	1.4e-4	weight01	18	N13.HOG0003075;N13.HOG0003332;N13.HOG0003614;N13.HOG0005142;N13.HOG0005899;N13.HOG0006381;N13.HOG0006468;N13.HOG0006495;N13.HOG0007037;N13.HOG0007789;N13.HOG0007833;N13.HOG0008133;N13.HOG0008446;N13.HOG0008679;N13.HOG0008844;N13.HOG0009991;N13.HOG0010849;N13.HOG0011005	The chemical reactions and pathways involving glycoproteins, a protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0030879	mammary gland development	30	9	2.17	4.147465437788019	1.8e-4	weight01	9	N13.HOG0004383;N13.HOG0005169;N13.HOG0005679;N13.HOG0005902;N13.HOG0006174;N13.HOG0006567;N13.HOG0010367;N13.HOG0011272;N13.HOG0011999	The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006091	generation of precursor metabolites and energy	199	33	14.41	2.2900763358778624	1.9e-4	weight01	33	N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0002709;N13.HOG0002865;N13.HOG0003997;N13.HOG0005142;N13.HOG0005428;N13.HOG0005558;N13.HOG0005629;N13.HOG0005679;N13.HOG0005899;N13.HOG0006063;N13.HOG0006106;N13.HOG0006174;N13.HOG0006298;N13.HOG0006510;N13.HOG0006699;N13.HOG0006707;N13.HOG0006722;N13.HOG0006806;N13.HOG0006902;N13.HOG0007164;N13.HOG0007383;N13.HOG0007575;N13.HOG0007840;N13.HOG0007988;N13.HOG0008012;N13.HOG0008484;N13.HOG0008677;N13.HOG0008818;N13.HOG0008882;N13.HOG0010084	The chemical reactions and pathways resulting in the formation of precursor metabolites, substances from which energy is derived, and any process involved in the liberation of energy from these substances.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0043312	neutrophil degranulation	99	18	7.17	2.510460251046025	2e-4	weight01	18	N13.HOG0002352;N13.HOG0002563;N13.HOG0002573;N13.HOG0003614;N13.HOG0004934;N13.HOG0005169;N13.HOG0005558;N13.HOG0005899;N13.HOG0006298;N13.HOG0006468;N13.HOG0006518;N13.HOG0007037;N13.HOG0007645;N13.HOG0007789;N13.HOG0008012;N13.HOG0008614;N13.HOG0008814;N13.HOG0008988	The regulated exocytosis of secretory granules containing preformed mediators such as proteases, lipases, and inflammatory mediators by a neutrophil.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	53	12	3.84	3.125	3e-4	weight01	12	N13.HOG0002495;N13.HOG0004087;N13.HOG0004297;N13.HOG0004793;N13.HOG0005049;N13.HOG0006582;N13.HOG0006797;N13.HOG0006880;N13.HOG0008706;N13.HOG0009810;N13.HOG0010314;N13.HOG0010674	Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0032787	monocarboxylic acid metabolic process	147	38	10.65	3.568075117370892	3.7e-4	weight01	38	N13.HOG0000561;N13.HOG0001720;N13.HOG0001742;N13.HOG0001745;N13.HOG0002709;N13.HOG0002821;N13.HOG0002865;N13.HOG0003382;N13.HOG0003838;N13.HOG0005629;N13.HOG0005679;N13.HOG0005902;N13.HOG0006012;N13.HOG0006063;N13.HOG0006174;N13.HOG0006298;N13.HOG0006510;N13.HOG0006707;N13.HOG0006783;N13.HOG0006902;N13.HOG0007413;N13.HOG0007450;N13.HOG0007686;N13.HOG0007797;N13.HOG0007840;N13.HOG0007897;N13.HOG0007931;N13.HOG0008012;N13.HOG0008016;N13.HOG0008139;N13.HOG0008395;N13.HOG0008484;N13.HOG0008494;N13.HOG0008677;N13.HOG0008882;N13.HOG0008908;N13.HOG0011003;N13.HOG0011999	The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-).
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0046394	carboxylic acid biosynthetic process	102	28	7.39	3.7889039242219216	4.6e-4	weight01	28	N13.HOG0000561;N13.HOG0001742;N13.HOG0001745;N13.HOG0002865;N13.HOG0003382;N13.HOG0003997;N13.HOG0004383;N13.HOG0004957;N13.HOG0004983;N13.HOG0005438;N13.HOG0005767;N13.HOG0005902;N13.HOG0006012;N13.HOG0006063;N13.HOG0006174;N13.HOG0006298;N13.HOG0006699;N13.HOG0006706;N13.HOG0006707;N13.HOG0007450;N13.HOG0007840;N13.HOG0007931;N13.HOG0008395;N13.HOG0008484;N13.HOG0008677;N13.HOG0008882;N13.HOG0009118;N13.HOG0011003	The chemical reactions and pathways resulting in the formation of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009069	serine family amino acid metabolic process	21	7	1.52	4.605263157894737	4.7e-4	weight01	7	N13.HOG0004957;N13.HOG0004983;N13.HOG0006699;N13.HOG0006706;N13.HOG0008882;N13.HOG0009118;N13.HOG0011003	The chemical reactions and pathways involving amino acids of the serine family, comprising cysteine, glycine, homoserine, selenocysteine and serine.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006094	gluconeogenesis	34	9	2.46	3.658536585365854	5e-4	weight01	9	N13.HOG0002865;N13.HOG0005902;N13.HOG0006174;N13.HOG0006298;N13.HOG0006699;N13.HOG0006806;N13.HOG0007840;N13.HOG0008395;N13.HOG0008484	The formation of glucose from noncarbohydrate precursors, such as pyruvate, amino acids and glycerol.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0016999	antibiotic metabolic process	41	10	2.97	3.3670033670033668	5e-4	weight01	10	N13.HOG0002708;N13.HOG0002709;N13.HOG0003997;N13.HOG0005558;N13.HOG0006012;N13.HOG0007555;N13.HOG0007988;N13.HOG0008012;N13.HOG0010084;N13.HOG0011999	The chemical reactions and pathways involving an antibiotic, a substance produced by or derived from certain fungi, bacteria, and other organisms, that can destroy or inhibit the growth of other microorganisms.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0019359	nicotinamide nucleotide biosynthetic process	28	8	2.03	3.9408866995073897	5.9e-4	weight01	8	N13.HOG0001742;N13.HOG0002709;N13.HOG0002865;N13.HOG0006174;N13.HOG0006298;N13.HOG0006518;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of nicotinamide nucleotides, any nucleotide that contains combined nicotinamide.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0009152	purine ribonucleotide biosynthetic process	91	20	6.59	3.0349013657056148	8.2e-4	weight01	20	N13.HOG0001742;N13.HOG0002474;N13.HOG0002865;N13.HOG0005767;N13.HOG0005834;N13.HOG0005899;N13.HOG0006063;N13.HOG0006106;N13.HOG0006169;N13.HOG0006174;N13.HOG0006298;N13.HOG0006518;N13.HOG0006806;N13.HOG0007450;N13.HOG0007469;N13.HOG0007575;N13.HOG0007840;N13.HOG0008395;N13.HOG0008484;N13.HOG0008502	The chemical reactions and pathways resulting in the formation of a purine ribonucleotide, a compound consisting of ribonucleoside (a purine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006406	mRNA export from nucleus	45	10	3.26	3.067484662576687	0.00111	weight01	10	N13.HOG0002495;N13.HOG0004297;N13.HOG0005785;N13.HOG0006291;N13.HOG0006539;N13.HOG0006797;N13.HOG0007453;N13.HOG0008706;N13.HOG0008968;N13.HOG0009717	The directed movement of mRNA from the nucleus to the cytoplasm.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0007589	body fluid secretion	24	7	1.74	4.022988505747127	0.00115	weight01	7	N13.HOG0004383;N13.HOG0004886;N13.HOG0005902;N13.HOG0006174;N13.HOG0008215;N13.HOG0010367;N13.HOG0011999	The controlled release of a fluid by a cell or tissue in an animal.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0010906	regulation of glucose metabolic process	38	9	2.75	3.272727272727273	0.00121	weight01	9	N13.HOG0005679;N13.HOG0006174;N13.HOG0006537;N13.HOG0006699;N13.HOG0006722;N13.HOG0007383;N13.HOG0007667;N13.HOG0007840;N13.HOG0008395	Any process that modulates the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0006633	fatty acid biosynthetic process	31	8	2.24	3.571428571428571	0.00124	weight01	8	N13.HOG0000561;N13.HOG0003382;N13.HOG0006063;N13.HOG0006707;N13.HOG0007450;N13.HOG0007931;N13.HOG0008395;N13.HOG0008677	The chemical reactions and pathways resulting in the formation of a fatty acid, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils. Fatty acids are predominantly straight-chain acids of 4 to 24 carbon atoms, which may be saturated or unsaturated; branched fatty acids and hydroxy fatty acids also occur, and very long chain acids of over 30 carbons are found in waxes.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0031503	protein-containing complex localization	111	15	8.04	1.865671641791045	0.00124	weight01	15	N13.HOG0002495;N13.HOG0002963;N13.HOG0004297;N13.HOG0005512;N13.HOG0005785;N13.HOG0006291;N13.HOG0006539;N13.HOG0006797;N13.HOG0007453;N13.HOG0007592;N13.HOG0008289;N13.HOG0008530;N13.HOG0008706;N13.HOG0008968;N13.HOG0008982	A localization process that acts on a protein complex; the complex is transported to, or maintained in, a specific location.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0001666	response to hypoxia	120	17	8.69	1.9562715765247412	0.0013	weight01	17	N13.HOG0000906;N13.HOG0001742;N13.HOG0002474;N13.HOG0002563;N13.HOG0002821;N13.HOG0002833;N13.HOG0005169;N13.HOG0005558;N13.HOG0005679;N13.HOG0006106;N13.HOG0006706;N13.HOG0007037;N13.HOG0008395;N13.HOG0009311;N13.HOG0009420;N13.HOG0010084;N13.HOG0011999	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:1901607	alpha-amino acid biosynthetic process	33	9	2.39	3.7656903765690375	0.00143	weight01	9	N13.HOG0004383;N13.HOG0004957;N13.HOG0004983;N13.HOG0005902;N13.HOG0006699;N13.HOG0006706;N13.HOG0008882;N13.HOG0009118;N13.HOG0011003	NA
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0046395	carboxylic acid catabolic process	83	29	6.01	4.825291181364393	0.00193	weight01	29	N13.HOG0001745;N13.HOG0001967;N13.HOG0002821;N13.HOG0003614;N13.HOG0004983;N13.HOG0005222;N13.HOG0005438;N13.HOG0005629;N13.HOG0005679;N13.HOG0005902;N13.HOG0006063;N13.HOG0006510;N13.HOG0006706;N13.HOG0006783;N13.HOG0007413;N13.HOG0007450;N13.HOG0007555;N13.HOG0007686;N13.HOG0007797;N13.HOG0007897;N13.HOG0007931;N13.HOG0008016;N13.HOG0008139;N13.HOG0008494;N13.HOG0008677;N13.HOG0008908;N13.HOG0008957;N13.HOG0009118;N13.HOG0011003	The chemical reactions and pathways resulting in the breakdown of carboxylic acids, any organic acid containing one or more carboxyl (-COOH) groups.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0032868	response to insulin	114	13	8.26	1.5738498789346247	0.0022	weight01	13	N13.HOG0002563;N13.HOG0004383;N13.HOG0005558;N13.HOG0005679;N13.HOG0005834;N13.HOG0005902;N13.HOG0006174;N13.HOG0007372;N13.HOG0007797;N13.HOG0007840;N13.HOG0008395;N13.HOG0008762;N13.HOG0010367	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0042866	pyruvate biosynthetic process	20	6	1.45	4.137931034482759	0.00222	weight01	6	N13.HOG0001742;N13.HOG0002865;N13.HOG0006174;N13.HOG0006298;N13.HOG0007840;N13.HOG0008484	The chemical reactions and pathways resulting in the formation of pyruvate, 2-oxopropanoate.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0071364	cellular response to epidermal growth factor stimulus	20	6	1.45	4.137931034482759	0.00222	weight01	6	N13.HOG0002352;N13.HOG0004383;N13.HOG0005679;N13.HOG0010084;N13.HOG0011272;N13.HOG0011999	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus.
final_direct_conserved_plus_Dmel_experimental	300	weight01	fisher	20	none	SC_pos	BP	GO:0036503	ERAD pathway	34	8	2.46	3.252032520325203	0.00236	weight01	8	N13.HOG0003332;N13.HOG0005899;N13.HOG0006381;N13.HOG0007010;N13.HOG0008814;N13.HOG0008828;N13.HOG0008844;N13.HOG0011108	The protein catabolic pathway which targets endoplasmic reticulum (ER)-resident proteins for degradation by the cytoplasmic proteasome. It begins with recognition of the ER-resident protein, includes retrotranslocation (dislocation) of the protein from the ER to the cytosol, protein modifications necessary for correct substrate transfer (e.g. ubiquitination), transport of the protein to the proteasome, and ends with degradation of the protein by the cytoplasmic proteasome.
